Tid,Supply-demand relationship
2181,balance
2182,balance
2183,balance
2184,balance
2185,balance
2186,balance
2187,balance
2188,balance
2189,balance
2190,balance
2191,balance
2192,balance
2193,balance
2194,balance
2195,balance
2196,balance
2197,balance
2198,balance
2199,balance
2200,balance
2201,balance
2204,balance
2206,balance
2207,balance
2208,balance
2425,balance
2426,balance
2427,balance
2428,balance
2429,balance
2430,balance
2431,balance
2432,balance
2433,balance
2434,balance
2435,balance
2436,balance
2437,balance
2438,balance
2439,balance
2440,balance
2441,balance
2442,balance
2443,balance
2444,balance
2445,balance
2446,balance
2471,balance
2472,balance
2473,balance
2474,balance
2475,balance
2476,balance
2477,balance
2478,balance
2479,balance
2480,balance
2481,balance
2482,balance
2483,balance
2484,balance
2485,balance
2486,balance
2487,balance
2488,balance
2489,balance
2490,balance
2491,balance
2492,balance
2493,balance
2494,balance
2495,balance
2496,balance
2497,balance
2498,balance
2499,balance
2500,balance
2503,balance
2504,balance
2505,balance
2506,balance
2507,balance
2508,balance
2723,balance
2724,balance
2725,balance
2726,balance
2727,balance
2728,balance
2729,balance
2730,balance
2731,balance
2732,balance
2733,balance
2734,balance
2735,balance
2736,balance
2737,balance
2738,balance
2739,balance
2740,balance
2741,balance
2742,balance
2743,balance
2744,balance
2745,balance
2746,balance
2747,balance
2768,balance
2769,balance
2770,balance
2771,balance
2772,balance
2773,balance
2774,balance
2775,balance
2776,balance
2777,balance
2778,balance
2779,balance
2780,balance
2781,balance
2782,balance
2783,balance
2784,balance
2785,balance
2786,balance
2787,balance
2788,balance
2789,balance
2790,balance
2791,balance
2792,balance
2793,balance
2794,balance
2795,balance
2796,balance
2801,balance
2802,balance
2803,balance
2804,balance
2805,balance
2806,balance
2807,balance
2808,balance
3022,balance
3023,balance
3024,balance
3025,balance
3026,balance
3027,balance
3028,balance
3029,balance
3030,balance
3031,balance
3032,balance
3033,balance
3034,balance
3035,balance
3036,balance
3037,balance
3038,balance
3039,balance
3040,balance
3041,balance
3042,balance
3043,balance
3044,balance
3045,balance
3046,balance
3047,balance
3066,balance
3067,balance
3068,balance
3069,balance
3070,balance
3071,balance
3072,balance
3073,balance
3074,balance
3075,balance
3076,balance
3077,balance
3078,balance
3079,balance
3080,balance
3081,balance
3082,balance
3083,balance
3084,balance
3085,balance
3086,balance
3087,balance
3088,balance
3089,balance
3090,balance
3091,balance
3092,balance
3093,balance
3094,balance
3095,balance
3096,balance
3100,balance
3101,balance
3102,balance
3103,balance
3104,balance
3105,balance
3106,balance
3107,balance
3322,balance
3323,balance
3324,balance
3325,balance
3326,balance
3327,balance
3328,balance
3329,balance
3330,balance
3331,balance
3332,balance
3333,balance
3334,balance
3335,balance
3336,balance
3337,balance
3338,balance
3339,balance
3340,balance
3341,balance
3342,balance
3343,balance
3344,balance
3345,balance
3346,balance
3347,balance
3348,balance
3364,balance
3365,balance
3366,balance
3367,balance
3368,balance
3369,balance
3370,balance
3371,balance
3372,balance
3373,balance
3374,balance
3375,balance
3376,balance
3377,balance
3378,balance
3379,balance
3380,balance
3381,balance
3382,balance
3383,balance
3384,balance
3385,balance
3386,balance
3387,balance
3388,balance
3389,balance
3390,balance
3391,balance
3392,balance
3393,balance
3394,balance
3395,balance
3399,balance
3400,balance
3401,balance
3402,balance
3403,balance
3404,balance
3405,balance
3406,balance
3407,balance
3408,balance
3409,balance
3410,balance
3411,balance
3622,balance
3623,balance
3624,balance
3625,balance
3626,balance
3627,balance
3628,balance
3629,balance
3630,balance
3631,balance
3632,balance
3633,balance
3634,balance
3635,balance
3636,balance
3637,balance
3638,balance
3639,balance
3640,balance
3641,balance
3642,balance
3643,balance
3644,balance
3645,balance
3646,balance
3647,balance
3648,balance
3649,balance
3664,balance
3665,balance
3666,balance
3667,balance
3668,balance
3669,balance
3670,balance
3671,balance
3672,balance
3673,balance
3674,balance
3675,balance
3676,balance
3677,balance
3678,balance
3679,balance
3680,balance
3681,balance
3682,balance
3683,balance
3684,balance
3685,balance
3686,balance
3687,balance
3688,balance
3689,balance
3690,balance
3691,balance
3692,balance
3693,balance
3694,balance
3695,balance
3698,balance
3699,balance
3700,balance
3701,balance
3702,balance
3703,balance
3704,balance
3705,balance
3706,balance
3707,balance
3708,balance
3709,balance
3710,balance
3711,balance
3920,balance
3921,balance
3922,balance
3923,balance
3924,balance
3925,balance
3926,balance
3927,balance
3928,balance
3929,balance
3930,balance
3931,balance
3932,balance
3933,balance
3934,balance
3935,balance
3936,balance
3937,balance
3938,balance
3939,balance
3940,balance
3941,balance
3942,balance
3943,balance
3944,balance
3945,balance
3946,balance
3947,balance
3948,balance
3949,balance
3950,balance
3963,balance
3964,balance
3965,balance
3966,balance
3967,balance
3968,balance
3969,balance
3970,balance
3971,balance
3972,balance
3973,balance
3974,balance
3975,balance
3976,balance
3977,balance
3978,balance
3979,balance
3980,balance
3981,balance
3982,balance
3983,balance
3984,balance
3985,balance
3986,balance
3987,balance
3988,balance
3989,balance
3990,balance
3991,balance
3992,balance
3993,balance
3994,balance
3995,balance
3996,balance
3997,balance
3998,balance
3999,balance
4000,balance
4001,balance
4002,balance
4003,balance
4004,balance
4005,balance
4006,balance
4007,balance
4008,balance
4009,balance
4010,balance
4219,balance
4220,balance
4221,balance
4222,balance
4223,balance
4224,balance
4225,balance
4226,balance
4227,balance
4228,balance
4229,balance
4230,balance
4231,balance
4232,balance
4233,balance
4234,balance
4235,balance
4236,balance
4237,balance
4238,balance
4239,balance
4240,balance
4241,balance
4242,balance
4243,balance
4244,balance
4245,balance
4246,balance
4247,balance
4248,balance
4249,balance
4260,balance
4261,balance
4262,balance
4263,balance
4264,balance
4265,balance
4266,balance
4267,balance
4268,balance
4269,balance
4270,balance
4271,balance
4272,balance
4273,balance
4274,balance
4275,balance
4276,balance
4277,balance
4278,balance
4279,balance
4280,balance
4281,balance
4282,balance
4283,balance
4284,balance
4285,balance
4286,balance
4287,balance
4288,balance
4289,balance
4290,balance
4291,balance
4292,balance
4293,balance
4294,balance
4295,balance
4296,balance
4297,balance
4298,balance
4299,balance
4300,balance
4301,balance
4302,balance
4303,balance
4304,balance
4305,balance
4306,balance
4307,balance
4308,balance
4517,balance
4518,balance
4519,balance
4520,balance
4521,balance
4522,balance
4523,balance
4524,balance
4525,balance
4526,balance
4527,balance
4528,balance
4529,balance
4530,balance
4531,balance
4532,balance
4533,balance
4534,balance
4535,balance
4536,balance
4537,balance
4538,balance
4539,balance
4540,balance
4541,balance
4542,balance
4543,balance
4544,balance
4545,balance
4546,balance
4547,balance
4548,balance
4549,balance
4557,balance
4558,balance
4559,balance
4560,balance
4561,balance
4562,balance
4563,balance
4564,balance
4565,balance
4566,balance
4567,balance
4568,balance
4569,balance
4570,balance
4571,balance
4572,balance
4573,balance
4574,balance
4575,balance
4576,balance
4577,balance
4578,balance
4579,balance
4580,balance
4581,balance
4582,balance
4583,balance
4584,balance
4585,balance
4586,balance
4587,balance
4588,balance
4589,balance
4590,balance
4591,balance
4592,balance
4593,balance
4594,balance
4595,balance
4596,balance
4597,balance
4598,balance
4599,balance
4600,balance
4601,balance
4602,balance
4603,balance
4604,balance
4605,balance
4606,balance
4607,balance
4608,balance
4609,balance
4610,balance
4816,balance
4817,balance
4818,balance
4819,balance
4820,balance
4821,balance
4822,balance
4823,balance
4824,balance
4825,balance
4826,balance
4827,balance
4828,balance
4829,balance
4830,balance
4831,balance
4832,balance
4833,balance
4834,balance
4835,balance
4836,balance
4837,balance
4838,balance
4839,balance
4840,balance
4841,balance
4842,balance
4843,balance
4844,balance
4845,balance
4846,balance
4847,balance
4848,balance
4849,balance
4855,balance
4856,balance
4857,balance
4858,balance
4859,balance
4860,balance
4861,balance
4862,balance
4863,balance
4864,balance
4865,balance
4866,balance
4867,balance
4868,balance
4869,balance
4870,balance
4871,balance
4872,balance
4873,balance
4874,balance
4875,balance
4876,balance
4877,balance
4878,balance
4879,balance
4880,balance
4881,balance
4882,balance
4883,balance
4884,balance
4885,balance
4886,balance
4887,balance
4888,balance
4889,balance
4890,balance
4891,balance
4892,balance
4893,balance
4894,balance
4895,balance
4896,balance
4897,balance
4898,balance
4899,balance
4900,balance
4901,balance
4902,balance
4903,balance
4904,balance
4905,balance
4906,balance
4907,balance
4908,balance
4909,balance
5113,balance
5114,balance
5115,balance
5116,balance
5117,balance
5118,balance
5119,balance
5120,balance
5121,balance
5122,balance
5123,balance
5124,balance
5125,balance
5126,balance
5127,balance
5128,balance
5129,balance
5130,balance
5131,balance
5132,balance
5133,balance
5134,balance
5135,balance
5136,balance
5137,balance
5138,balance
5139,balance
5140,balance
5141,balance
5142,balance
5143,balance
5144,balance
5145,balance
5146,balance
5147,balance
5148,balance
5149,balance
5150,balance
5151,balance
5152,balance
5153,balance
5154,balance
5155,balance
5156,balance
5157,balance
5158,balance
5159,balance
5160,balance
5161,balance
5162,balance
5163,balance
5164,balance
5165,balance
5166,balance
5167,balance
5168,balance
5169,balance
5170,balance
5171,balance
5172,balance
5173,balance
5174,balance
5175,balance
5176,balance
5177,balance
5178,balance
5179,balance
5180,balance
5181,balance
5182,balance
5183,balance
5184,balance
5185,balance
5186,balance
5187,balance
5188,balance
5189,balance
5190,balance
5191,balance
5192,balance
5193,balance
5194,balance
5195,balance
5196,balance
5197,balance
5198,balance
5199,balance
5200,balance
5201,balance
5202,balance
5203,balance
5204,balance
5205,balance
5206,balance
5207,balance
5208,balance
5225,balance
5226,balance
5406,balance
5407,balance
5410,balance
5411,balance
5412,balance
5413,balance
5414,balance
5415,balance
5416,balance
5417,balance
5418,balance
5419,balance
5420,balance
5421,balance
5422,balance
5423,balance
5424,balance
5425,balance
5426,balance
5427,balance
5428,balance
5429,balance
5430,balance
5431,balance
5432,balance
5433,balance
5434,balance
5435,balance
5436,balance
5437,balance
5438,balance
5439,balance
5440,balance
5441,balance
5442,balance
5443,balance
5444,balance
5445,balance
5446,balance
5447,balance
5448,balance
5449,balance
5450,balance
5451,balance
5452,balance
5453,balance
5454,balance
5455,balance
5456,balance
5457,balance
5458,balance
5459,balance
5460,balance
5461,balance
5462,balance
5463,balance
5464,balance
5465,balance
5466,balance
5467,balance
5468,balance
5469,balance
5470,balance
5471,balance
5472,balance
5473,balance
5474,balance
5475,balance
5476,balance
5477,balance
5478,balance
5479,balance
5480,balance
5481,balance
5482,balance
5483,balance
5484,balance
5485,balance
5486,balance
5487,balance
5488,balance
5489,balance
5490,balance
5491,balance
5492,balance
5493,balance
5494,balance
5495,balance
5496,balance
5497,balance
5498,balance
5499,balance
5500,balance
5501,balance
5502,balance
5503,balance
5504,balance
5505,balance
5506,balance
5507,balance
5524,balance
5525,balance
5526,balance
5527,balance
5528,balance
5704,balance
5705,balance
5706,balance
5707,balance
5708,balance
5709,balance
5710,balance
5711,balance
5712,balance
5713,balance
5714,balance
5715,balance
5716,balance
5717,balance
5718,balance
5719,balance
5720,balance
5721,balance
5722,balance
5723,balance
5724,balance
5725,balance
5726,balance
5727,balance
5728,balance
5729,balance
5730,balance
5731,balance
5732,balance
5733,balance
5734,balance
5735,balance
5736,balance
5737,balance
5738,balance
5739,balance
5740,balance
5741,balance
5742,balance
5743,balance
5744,balance
5745,balance
5746,balance
5747,balance
5748,balance
5749,balance
5750,balance
5751,balance
5752,balance
5753,balance
5754,balance
5755,balance
5756,balance
5757,balance
5758,balance
5759,balance
5760,balance
5761,balance
5762,balance
5763,balance
5764,balance
5765,balance
5766,balance
5767,balance
5768,balance
5769,balance
5770,balance
5771,balance
5772,balance
5773,balance
5774,balance
5775,balance
5776,balance
5777,balance
5778,balance
5779,balance
5780,balance
5781,balance
5782,balance
5783,balance
5784,balance
5785,balance
5786,balance
5787,balance
5788,balance
5789,balance
5790,balance
5791,balance
5792,balance
5793,balance
5794,balance
5795,balance
5796,balance
5797,balance
5798,balance
5799,balance
5800,balance
5801,balance
5802,balance
5803,balance
5804,balance
5805,balance
5806,balance
5822,balance
5823,balance
5824,balance
5825,balance
5826,balance
5827,balance
6002,balance
6003,balance
6004,balance
6005,balance
6006,balance
6007,balance
6008,balance
6009,balance
6010,balance
6011,balance
6012,balance
6013,balance
6014,balance
6015,balance
6016,balance
6017,balance
6018,balance
6019,balance
6020,balance
6021,balance
6022,balance
6023,balance
6024,balance
6025,balance
6026,balance
6027,balance
6028,balance
6029,balance
6030,balance
6031,balance
6032,balance
6033,balance
6034,balance
6035,balance
6036,balance
6037,balance
6038,balance
6039,balance
6040,balance
6041,balance
6042,balance
6043,balance
6044,balance
6045,balance
6046,balance
6047,balance
6048,balance
6049,balance
6050,balance
6051,balance
6052,balance
6053,balance
6054,balance
6055,balance
6056,balance
6057,balance
6058,balance
6059,balance
6060,balance
6061,balance
6062,balance
6063,balance
6064,balance
6065,balance
6066,balance
6067,balance
6068,balance
6069,balance
6070,balance
6071,balance
6072,balance
6073,balance
6074,balance
6075,balance
6076,balance
6077,balance
6078,balance
6079,balance
6080,balance
6081,balance
6082,balance
6083,balance
6084,balance
6085,balance
6086,balance
6087,balance
6088,balance
6089,balance
6090,balance
6091,balance
6092,balance
6093,balance
6094,balance
6095,balance
6096,balance
6097,balance
6098,balance
6099,balance
6100,balance
6101,balance
6102,balance
6103,balance
6104,balance
6120,balance
6121,balance
6122,balance
6123,balance
6124,balance
6125,balance
6126,balance
6127,balance
6293,balance
6294,balance
6297,balance
6298,balance
6301,balance
6302,balance
6303,balance
6304,balance
6305,balance
6306,balance
6307,balance
6308,balance
6309,balance
6310,balance
6311,balance
6312,balance
6313,balance
6314,balance
6315,balance
6316,balance
6317,balance
6318,balance
6319,balance
6320,balance
6321,balance
6322,balance
6323,balance
6324,balance
6325,balance
6326,balance
6327,balance
6328,balance
6329,balance
6330,balance
6331,balance
6332,balance
6333,balance
6334,balance
6335,balance
6336,balance
6337,balance
6338,balance
6339,balance
6340,balance
6341,balance
6342,balance
6343,balance
6344,balance
6345,balance
6346,balance
6347,balance
6348,balance
6349,balance
6350,balance
6351,balance
6352,balance
6353,balance
6354,balance
6355,balance
6356,balance
6357,balance
6358,balance
6359,balance
6360,balance
6361,balance
6362,balance
6363,balance
6364,balance
6365,balance
6366,balance
6367,balance
6368,balance
6369,balance
6370,balance
6371,balance
6372,balance
6373,balance
6374,balance
6375,balance
6376,balance
6377,balance
6378,balance
6379,balance
6380,balance
6381,balance
6382,balance
6383,balance
6384,balance
6385,balance
6386,balance
6387,balance
6388,balance
6389,balance
6390,balance
6391,balance
6392,balance
6393,balance
6394,balance
6395,balance
6396,balance
6397,balance
6398,balance
6399,balance
6400,balance
6401,balance
6402,balance
6418,balance
6419,balance
6420,balance
6421,balance
6422,balance
6423,balance
6424,balance
6425,balance
6426,balance
6591,balance
6592,balance
6593,balance
6594,balance
6595,balance
6596,balance
6597,balance
6598,balance
6599,balance
6600,balance
6601,balance
6602,balance
6603,balance
6604,balance
6605,balance
6606,balance
6607,balance
6608,balance
6609,balance
6610,balance
6611,balance
6612,balance
6613,balance
6614,balance
6615,balance
6616,balance
6617,balance
6618,balance
6619,balance
6620,balance
6621,balance
6622,balance
6623,balance
6624,balance
6625,balance
6626,balance
6627,balance
6628,balance
6629,balance
6630,balance
6631,balance
6632,balance
6633,balance
6634,balance
6635,balance
6636,balance
6637,balance
6638,balance
6639,balance
6640,balance
6641,balance
6642,balance
6643,balance
6644,balance
6645,balance
6646,balance
6647,balance
6648,balance
6649,balance
6650,balance
6651,balance
6652,balance
6653,balance
6654,balance
6655,balance
6656,balance
6657,balance
6658,balance
6659,balance
6660,balance
6661,balance
6662,balance
6663,balance
6664,balance
6665,balance
6666,balance
6667,balance
6668,balance
6669,balance
6670,balance
6671,balance
6672,balance
6673,balance
6674,balance
6675,balance
6676,balance
6677,balance
6678,balance
6679,balance
6680,balance
6681,balance
6682,balance
6683,balance
6684,balance
6685,balance
6686,balance
6687,balance
6688,balance
6689,balance
6690,balance
6691,balance
6692,balance
6693,balance
6694,balance
6695,balance
6696,balance
6697,balance
6698,balance
6699,balance
6700,balance
6701,balance
6702,balance
6717,balance
6718,balance
6719,balance
6720,balance
6721,balance
6722,balance
6723,balance
6724,balance
6725,balance
6726,balance
6727,balance
6728,balance
6729,balance
6735,balance
6736,balance
6737,balance
6888,balance
6889,balance
6890,balance
6891,balance
6892,balance
6893,balance
6894,balance
6895,balance
6896,balance
6897,balance
6898,balance
6899,balance
6900,balance
6901,balance
6902,balance
6903,balance
6904,balance
6905,balance
6906,balance
6907,balance
6908,balance
6909,balance
6910,balance
6911,balance
6912,balance
6913,balance
6914,balance
6915,balance
6916,balance
6917,balance
6918,balance
6919,balance
6920,balance
6921,balance
6922,balance
6923,balance
6924,balance
6925,balance
6926,balance
6927,balance
6928,balance
6929,balance
6930,balance
6931,balance
6932,balance
6933,balance
6934,balance
6935,balance
6936,balance
6937,balance
6938,balance
6939,balance
6940,balance
6941,balance
6942,balance
6943,balance
6944,balance
6945,balance
6946,balance
6947,balance
6948,balance
6949,balance
6950,balance
6951,balance
6952,balance
6953,balance
6954,balance
6955,balance
6956,balance
6957,balance
6958,balance
6959,balance
6960,balance
6961,balance
6962,balance
6963,balance
6964,balance
6965,balance
6966,balance
6967,balance
6968,balance
6969,balance
6970,balance
6971,balance
6972,balance
6973,balance
6974,balance
6975,balance
6976,balance
6977,balance
6978,balance
6979,balance
6980,balance
6981,balance
6982,balance
6983,balance
6984,balance
6985,balance
6986,balance
6987,balance
6988,balance
6989,balance
6990,balance
6991,balance
6992,balance
6993,balance
6994,balance
6995,balance
6996,balance
6997,balance
6998,balance
6999,balance
7000,balance
7001,balance
7016,balance
7017,balance
7018,balance
7019,balance
7020,balance
7021,balance
7022,balance
7023,balance
7024,balance
7025,balance
7026,balance
7027,balance
7028,balance
7029,balance
7030,balance
7031,balance
7032,balance
7033,balance
7034,balance
7035,balance
7036,balance
7185,balance
7186,balance
7187,balance
7188,balance
7189,balance
7190,balance
7191,balance
7192,balance
7193,balance
7194,balance
7195,balance
7196,balance
7197,balance
7198,balance
7199,balance
7200,balance
7201,balance
7202,balance
7203,balance
7204,balance
7205,balance
7206,balance
7207,balance
7208,balance
7209,balance
7210,balance
7211,balance
7212,balance
7213,balance
7214,balance
7215,balance
7216,balance
7217,balance
7218,balance
7219,balance
7220,balance
7221,balance
7222,balance
7223,balance
7224,balance
7225,balance
7226,balance
7227,balance
7228,balance
7229,balance
7230,balance
7231,balance
7232,balance
7233,balance
7234,balance
7235,balance
7236,balance
7237,balance
7238,balance
7239,balance
7240,balance
7241,balance
7242,balance
7243,balance
7244,balance
7245,balance
7246,balance
7247,balance
7248,balance
7249,balance
7250,balance
7251,balance
7252,balance
7253,balance
7254,balance
7255,balance
7256,balance
7257,balance
7258,balance
7259,balance
7260,balance
7261,balance
7262,balance
7263,balance
7264,balance
7265,balance
7266,balance
7267,balance
7268,balance
7269,balance
7270,balance
7271,balance
7272,balance
7273,balance
7274,balance
7275,balance
7276,balance
7277,balance
7278,balance
7279,balance
7280,balance
7281,balance
7282,balance
7283,balance
7284,balance
7285,balance
7286,balance
7287,balance
7288,balance
7289,balance
7290,balance
7291,balance
7292,balance
7293,balance
7294,balance
7295,balance
7296,balance
7297,balance
7298,balance
7299,balance
7300,balance
7315,balance
7316,balance
7317,balance
7318,balance
7319,balance
7320,balance
7321,balance
7322,balance
7323,balance
7324,balance
7325,balance
7326,balance
7327,balance
7328,balance
7329,balance
7330,balance
7331,balance
7332,balance
7333,balance
7334,balance
7335,balance
7483,balance
7484,balance
7485,balance
7486,balance
7487,balance
7488,balance
7489,balance
7490,balance
7491,balance
7492,balance
7493,balance
7494,balance
7495,balance
7496,balance
7497,balance
7498,balance
7499,balance
7500,balance
7501,balance
7502,balance
7503,balance
7504,balance
7505,balance
7506,balance
7507,balance
7508,balance
7509,balance
7510,balance
7511,balance
7512,balance
7513,balance
7514,balance
7515,balance
7516,balance
7517,balance
7518,balance
7519,balance
7520,balance
7521,balance
7522,balance
7523,balance
7524,balance
7525,balance
7526,balance
7527,balance
7528,balance
7529,balance
7530,balance
7531,balance
7532,balance
7533,balance
7534,balance
7535,balance
7536,balance
7537,balance
7538,balance
7539,balance
7540,balance
7541,balance
7542,balance
7543,balance
7544,balance
7545,balance
7546,balance
7547,balance
7548,balance
7549,balance
7550,balance
7551,balance
7552,balance
7553,balance
7554,balance
7555,balance
7556,balance
7557,balance
7558,balance
7559,balance
7560,balance
7561,balance
7562,balance
7563,balance
7564,balance
7565,balance
7566,balance
7567,balance
7568,balance
7569,balance
7570,balance
7571,balance
7572,balance
7573,balance
7574,balance
7575,balance
7576,balance
7577,balance
7578,balance
7579,balance
7580,balance
7581,balance
7582,balance
7583,balance
7584,balance
7585,balance
7586,balance
7587,balance
7588,balance
7589,balance
7590,balance
7591,balance
7592,balance
7593,balance
7594,balance
7595,balance
7596,balance
7597,balance
7598,balance
7599,balance
7614,balance
7615,balance
7616,balance
7617,balance
7618,balance
7619,balance
7620,balance
7621,balance
7622,balance
7623,balance
7624,balance
7625,balance
7626,balance
7627,balance
7628,balance
7629,balance
7630,balance
7631,balance
7632,balance
7633,balance
7781,balance
7782,balance
7783,balance
7784,balance
7785,balance
7786,balance
7787,balance
7788,balance
7789,balance
7790,balance
7791,balance
7792,balance
7793,balance
7794,balance
7795,balance
7796,balance
7797,balance
7798,balance
7799,balance
7800,balance
7801,balance
7802,balance
7803,balance
7804,balance
7805,balance
7806,balance
7807,balance
7808,balance
7809,balance
7810,balance
7811,balance
7812,balance
7813,balance
7814,balance
7815,balance
7816,balance
7817,balance
7818,balance
7819,balance
7820,balance
7821,balance
7822,balance
7823,balance
7824,balance
7825,balance
7826,balance
7827,balance
7828,balance
7829,balance
7830,balance
7831,balance
7832,balance
7833,balance
7834,balance
7835,balance
7836,balance
7837,balance
7838,balance
7839,balance
7840,balance
7841,balance
7842,balance
7843,balance
7844,balance
7845,balance
7846,balance
7847,balance
7848,balance
7849,balance
7850,balance
7851,balance
7852,balance
7853,balance
7854,balance
7855,balance
7856,balance
7857,balance
7858,balance
7859,balance
7860,balance
7861,balance
7862,balance
7863,balance
7864,balance
7865,balance
7866,balance
7867,balance
7868,balance
7869,balance
7870,balance
7871,balance
7872,balance
7873,balance
7874,balance
7875,balance
7876,balance
7877,balance
7878,balance
7879,balance
7880,balance
7881,balance
7882,balance
7883,balance
7884,balance
7885,balance
7886,balance
7887,balance
7888,balance
7889,balance
7890,balance
7891,balance
7892,balance
7893,balance
7894,balance
7895,balance
7896,balance
7897,balance
7913,balance
7914,balance
7915,balance
7916,balance
7917,balance
7918,balance
7919,balance
7920,balance
7921,balance
7922,balance
7923,balance
7924,balance
7925,balance
7926,balance
7927,balance
7928,balance
7929,balance
7930,balance
7931,balance
7932,balance
7933,balance
8080,balance
8081,balance
8082,balance
8083,balance
8084,balance
8085,balance
8086,balance
8087,balance
8088,balance
8089,balance
8090,balance
8091,balance
8092,balance
8093,balance
8094,balance
8095,balance
8096,balance
8097,balance
8098,balance
8099,balance
8100,balance
8101,balance
8102,balance
8103,balance
8104,balance
8105,balance
8106,balance
8107,balance
8108,balance
8109,balance
8110,balance
8111,balance
8112,balance
8113,balance
8114,balance
8115,balance
8116,balance
8117,balance
8118,balance
8119,balance
8120,balance
8121,balance
8122,balance
8123,balance
8124,balance
8125,balance
8126,balance
8127,balance
8128,balance
8129,balance
8130,balance
8131,balance
8132,balance
8133,balance
8134,balance
8135,balance
8136,balance
8137,balance
8138,balance
8139,balance
8140,balance
8141,balance
8142,balance
8143,balance
8144,balance
8145,balance
8146,balance
8147,balance
8148,balance
8149,balance
8150,balance
8151,balance
8152,balance
8153,balance
8154,balance
8155,balance
8156,balance
8157,balance
8158,balance
8159,balance
8160,balance
8161,balance
8162,balance
8163,balance
8164,balance
8165,balance
8166,balance
8167,balance
8168,balance
8169,balance
8170,balance
8171,balance
8172,balance
8173,balance
8174,balance
8175,balance
8176,balance
8177,balance
8178,balance
8179,balance
8180,balance
8181,balance
8182,balance
8183,balance
8184,balance
8185,balance
8186,balance
8187,balance
8188,balance
8189,balance
8190,balance
8191,balance
8192,balance
8193,balance
8194,balance
8195,balance
8196,balance
8197,balance
8204,balance
8205,balance
8206,balance
8207,balance
8208,balance
8210,balance
8211,balance
8212,balance
8213,balance
8214,balance
8215,balance
8216,balance
8217,balance
8218,balance
8219,balance
8220,balance
8221,balance
8222,balance
8223,balance
8224,balance
8225,balance
8226,balance
8227,balance
8228,balance
8229,balance
8230,balance
8231,balance
8232,balance
8379,balance
8380,balance
8381,balance
8382,balance
8383,balance
8384,balance
8385,balance
8386,balance
8387,balance
8388,balance
8389,balance
8390,balance
8391,balance
8392,balance
8393,balance
8394,balance
8395,balance
8396,balance
8397,balance
8398,balance
8399,balance
8400,balance
8401,balance
8402,balance
8403,balance
8404,balance
8405,balance
8406,balance
8407,balance
8408,balance
8409,balance
8410,balance
8411,balance
8412,balance
8413,balance
8414,balance
8415,balance
8416,balance
8417,balance
8418,balance
8419,balance
8420,balance
8421,balance
8422,balance
8423,balance
8424,balance
8425,balance
8426,balance
8427,balance
